% Model,Test Plate Transmission.mph
% Version,COMSOL 4.4.0.195
% Date,"Nov 20 2015, 12:05"
% Dimension,1
% Nodes,1001
% Expressions,1
% Description,Point graph
% Parameter,Height
1700,-0.021704317456611014
1725,-0.017183300450927464
1749.9999999999998,-0.011908417293220834
1774.9999999999998,-0.006433187110241741
1800,-0.0013302135006376479
1825,0.0030067895043951126
1849.9999999999998,0.006493882300500071
1875,0.009353894858594277
1900,0.011978653521308974
1924.9999999999998,0.014723993907416145
1950,0.017737139327098885
1974.9999999999998,0.02089524142627617
2000,0.02387437724302942
2025,0.026303967784808393
2049.9999999999995,0.027925520845815364
2075,0.02868163759241362
2100,0.028702687630794414
2124.9999999999995,0.0282100437637595
2150,0.02739062875349259
2175,0.026303500560998
2199.9999999999995,0.024857201350530673
2225,0.022860852049613262
2250,0.02012021390889011
2275,0.016534850208844338
2300,0.012157395736401972
2325,0.007195383883846906
2350,0.0019601211555801126
2375,-0.0032139785033585776
2400,-0.008048399153906809
2425,-0.012371083730033225
2450,-0.016125149725237563
2474.9999999999995,-0.019338931664943965
2500,-0.022074113594192656
2525,-0.024374757413968412
2549.9999999999995,-0.026236958286622376
2575,-0.027608511678415857
2600,-0.028414848394347134
2624.9999999999995,-0.028596947896531045
2650,-0.028143067529440815
2675,-0.027100106626632096
2699.9999999999995,-0.025560127917859377
2725,-0.02362856729719217
2750,-0.021388262454915936
2774.9999999999995,-0.01887464121139503
2800,-0.01607215069279191
2825,-0.012932923270974592
2849.9999999999995,-0.009409793699467522
2875,-0.005490696874717494
2900,-0.0012218820214540155
2925,0.0032874325437149583
2950,0.007878924917963576
2975,0.012371017272500501
3000,0.016586972011548122
3025,0.02037638330019714
3049.9999999999995,0.023625234382080987
3075,0.026254824391534717
3100,0.028213936481260745
3124.9999999999995,0.029470184989847194
3150,0.030005308667404678
3175,0.029816164949391103
3199.9999999999995,0.02891984458734912
3225,0.027359121082310506
3250,0.02520419231602702
3274.9999999999995,0.02254828854824939
3300,0.019497374583088502
3325,0.016156680823757808
3349.9999999999995,0.012618138081357538
3375,0.008952500853083967
3400,0.005208248277589693
3424.9999999999995,0.0014170086291426763
3450,-0.0023968010231964847
3475,-0.006205466244518469
3499.9999999999995,-0.009969712447263359
3525,-0.01363456791470165
3549.9999999999995,-0.017129611017128028
3575,-0.020372525345730762
3600,-0.023274289890627266
3624.9999999999995,-0.025744546714028708
3650,-0.027696434700965583
3675,-0.029050988253303937
3699.9999999999995,-0.02974165047284342
3725,-0.029719344294223925
3750,-0.028957976786194224
3774.9999999999995,-0.0274595386873796
3800,-0.025257482518148022
3825,-0.022417085103134733
3849.9999999999995,-0.01903206540677084
3875,-0.015217643616240296
3900,-0.011101156612372065
3924.9999999999995,-0.0068119534967304406
3949.9999999999995,-0.0024723823537212163
3975.0000000000005,0.0018087506710229794
4000,0.005939627118808935
4025,0.009845944440486785
4050,0.013469283899434956
4074.9999999999995,0.016764291027093
4099.999999999999,0.019695509803078656
4125,0.02223437946211713
4150,0.02435656835980429
4175,0.02603964163818716
4200,0.02726109376446253
4225,0.02799696145621504
4249.999999999999,0.028221426705535027
4275,0.027907875127817634
4300,0.027031705091339623
4325,0.025574803379456196
4350,0.023531125979472597
4375,0.020912412241034437
4399.999999999999,0.017752867849400934
4425,0.0141117559909096
4450,0.010073216076009011
4475,0.005743175443907835
4500,0.0012437750234878915
4524.999999999999,-0.0032938520050353718
4550,-0.007737418673900782
4575,-0.011960956702346004
4600,-0.015851163704923937
4625,-0.019312167830396795
4650,-0.022268536351664363
4674.999999999999,-0.024666559819767387
4700,-0.026473958412328285
4725,-0.027678211496591228
4750,-0.02828375161871843
4775,-0.028308326236692844
4800,-0.02777892147967054
4824.999999999999,-0.026727736534314497
4850,-0.025188749278034106
4875,-0.023195379187485043
4900,-0.02077961046353285
4925,-0.017972699273008333
4949.999999999999,-0.01480729950648518
4974.999999999999,-0.011320566176918876
5000,-0.007557598185821592
5025,-0.0035745062354617086
5050,5.595505834059751E-4
5075,0.004761844184500332
5099.999999999999,0.008937314102126103
5124.999999999999,0.012981538655650113
5150,0.016785179386979456
5175,0.0202394556119442
5200,0.023242095172804504
5225,0.02570316840424219
5249.999999999999,0.027550237512867618
5275,0.028732333134002593
5300,0.029222394158190237
5325,0.029017966321422426
5350,0.028140137417094743
5375,0.026630875627494284
5399.999999999999,0.024549110946696193
5425,0.02196603438199078
5450,0.01896016457121884
5475,0.015612733470168522
5500,0.012003870311666305
5524.999999999999,0.008209927193696204
5549.999999999999,0.004302111926273136
5575,3.464015447273704E-4
5600,-0.003595468974214796
5625,-0.007464290210507601
5650,-0.011201370174547056
5674.999999999999,-0.014746698212017606
5699.999999999999,-0.018037710515094445
5725,-0.02100899726112291
5750,-0.023593157671288684
5775,-0.025722846901830795
5800,-0.02733388660318864
5824.999999999999,-0.028369150383088806
5850,-0.028782807699179968
5875,-0.028544433650557186
5900,-0.02764248053858787
5925,-0.026086663870778938
5950,-0.023908934206351984
5974.999999999999,-0.021162870479445095
6000,-0.017921516419432893
6025,-0.014273862523378303
6050,-0.010320326459363134
6075,-0.006167685402886493
6099.999999999999,-0.0019239538246318172
6124.999999999999,0.002306321749418587
6150,0.0064259565017806925
6175,0.01034793393819338
6200,0.0139969935439343
6225,0.01731001863860627
6249.999999999999,0.020235384427739422
6274.999999999999,0.022731541711742773
6300,0.024765189444111595
6325,0.026309420724004384
6350,0.027342207926480767
6375,0.027845525112165148
6399.999999999999,0.027805297274176213
6424.999999999999,0.027212229855084
6450,0.026063426349364687
6475,0.024364567012261164
6500,0.022132317273143583
6525,0.019396575984498628
6549.999999999999,0.01620217009699884
6575,0.012609654530460234
6600,0.00869497644621476
6625,0.004547897433196214
6650,2.6921644894416257E-4
6674.999999999999,-0.0040330195856588345
6699.999999999999,-0.008248010586129749
6725,-0.012267015206797125
6750,-0.015988057951404986
6775,-0.01932012637410292
6800,-0.022186516801085056
6824.999999999999,-0.02452708828925
6849.999999999999,-0.026299310422471314
6875,-0.02747812538389737
6900,-0.02805477219070903
6925,-0.028034825809974923
6950,-0.027435773729811354
6974.999999999999,-0.026284479423831164
6999.999999999999,-0.024614863383899024
7025,-0.022466071182203055
7050,-0.019881303020965614
7075,-0.016907363533667466
7099.999999999999,-0.013594870028158677
7124.999999999999,-0.009998948323378774
7150,-0.006180162598654242
7175,-0.0022053803656009218
7200,0.001851728244653371
7225,0.005910816157436515
7249.999999999999,0.009885790091251657
7274.999999999999,0.013686620402469036
7300,0.017221985421095234
7325,0.020402590158394972
7350,0.023144902125762038
7375,0.025374980852066693
7399.999999999999,0.027032050978697087
7424.999999999999,0.028071484799230325
7450,0.0284669165073868
7475,0.02821129978425879
7500,0.027316831168047548
7525,0.025813779839998184
7549.999999999999,0.023748375288576075
7574.999999999999,0.021179994256321742
7600,0.018177946832498928
7625,0.014818182125667264
7650,0.011180215160242375
7674.999999999999,0.007344522008561533
7699.999999999999,0.0033905676734363125
7724.999999999999,-6.044677861040702E-4
7750,-0.004566301724219029
7775,-0.008423629051878165
7800,-0.012107869402066172
7825,-0.015552820087458768
7849.999999999999,-0.018694457452313108
7875,-0.021471097420403464
7899.999999999999,-0.023824063270540357
7925,-0.025698923666014797
7950.000000000001,-0.027047268372225722
7974.999999999999,-0.027828895940299355
8000,-0.0280142095601862
8024.999999999999,-0.02758656489487559
8050,-0.026544294142086804
8074.999999999999,-0.024902146590546095
8100,-0.022691935602935708
8125,-0.01996225892692195
8149.999999999999,-0.016777253686064024
8175,-0.013214447350958565
8199.999999999998,-0.009361858926041607
8225,-0.005314579065813436
8250,-0.0011711049639808392
8275,0.002970279646863653
8300,0.007014808251431221
8324.999999999998,0.010873997646901725
8350,0.01446772822503434
8374.999999999998,0.01772557733088887
8400,0.020587434095186593
8425,0.023003504730712623
8450,0.024933878947935174
8475,0.026347863501116543
8499.999999999998,0.027223294075858703
8525,0.027546011929692554
8550,0.02730964098016696
8575,0.02651573184855969
8600,0.025174261512541166
8624.999999999998,0.023304401542369194
8650,0.02093540484320687
8675,0.01810741907610178
8700,0.014872020256963481
8725,0.011292274567181819
8750,0.007442178401516872
8775,0.0034053907612962377
8799.999999999998,-7.267499631304031E-4
8825,-0.004857850981995344
8850,-0.008889582811995084
8875,-0.012725081512209944
8900,-0.016272391592718868
8924.999999999998,-0.019447697844181086
8950,-0.022178114964952984
8975,-0.024403850153846843
9000,-0.026079619746574103
9025,-0.02717527808456823
9049.999999999998,-0.027675695451900347
9075,-0.027579992429253037
9100,-0.026900291951942518
9125,-0.025660181577077834
9150,-0.02389308385015824
9175,-0.02164071249211639
9200,-0.01895174997790679
9224.999999999998,-0.01588082429811771
9250,-0.012487797558189555
9275,-0.008837315645189145
9300,-0.004998515167821788
9325,-0.0010447484211335912
9349.999999999998,0.0029468260450522935
9375,0.0068959288613404685
9400,0.010720229632868698
9425,0.014336858264770564
9450,0.017664352769110634
9474.999999999998,0.020624973552385833
9500,0.023147255161356885
9524.999999999998,0.025168621216172297
9550,0.026637862822445832
9575,0.027517278571099046
9600,0.027784295756204103
9625,0.027432435082005616
9649.999999999998,0.026471539647011023
9675,0.0249272561928058
9700,0.022839824283113458
9725,0.020262289096168437
9750,0.017258298822407838
9774.999999999998,0.013899673196693517
9800,0.010263932983828121
9825,0.0064319616704959955
9850,0.0024859333431608436
9875,-0.0014924097892378095
9899.999999999998,-0.005423103519306124
9925,-0.009228960037004862
9949.999999999998,-0.012836293864647004
9975,-0.01617548258919039
10000,-0.019181483097129644
10025,-0.021794417565073356
10050,-0.023960318446190534
10074.999999999998,-0.02563208191204146
10100,-0.026770630407047018
10125,-0.027346234044362372
10150,-0.027339894657677253
10175,-0.026744661864537646
10199.999999999998,-0.02556673238929317
10225,-0.023826184878519747
10249.999999999998,-0.021557222743057616
10275,-0.018807834903816815
10300,-0.01563883422365267
10325,-0.012122289809167162
10350,-0.008339425392862348
10374.999999999998,-0.004378104885593911
10400,-3.300621008815626E-4
10425,0.0037119495314674473
10450,0.00765691166159493
10475,0.011418043309950793
10499.999999999998,0.014914928511052255
10525,0.01807519274936783
10550,0.020835702439537557
10575,0.02314331118803351
10600,0.024955218614442633
10624.999999999998,0.02623903711374137
10650,0.026972675871210983
10674.999999999998,0.027144148585798035
10700,0.02675139285859087
10725,0.025802158241323554
10750,0.02431398130202187
10775,0.022314225482273638
10799.999999999998,0.019840126896045286
10825,0.01693875985668135
10850,0.013666821819690565
10875,0.010090138789711052
10900,0.0062828091724373945
10924.999999999998,0.0023259345883205715
10950,-0.0016940734578786633
10974.999999999998,-0.005687577019586946
11000,-0.009564107017273619
11025,-0.013234954475203037
11049.999999999998,-0.01661581532734263
11075,-0.019629334601908924
11099.999999999998,-0.022207400037250337
11125,-0.02429305494845423
11150,-0.02584193300852134
11175,-0.02682315948292834
11200,-0.02721970928161539
11224.999999999998,-0.02702825649664119
11250,-0.02625858773336578
11275,-0.02493267832967595
11300,-0.02308354380048014
11325,-0.020753977636021874
11349.999999999998,-0.0179952718986943
11375,-0.014865991588480364
11399.999999999998,-0.011430841492113876
11425,-0.007759629982272407
11450,-0.003926302918494849
11474.999999999998,-7.99682774996446E-6
11500,0.003915952759814338
11524.999999999998,0.0077651127588273675
11550,0.011459216935266178
11575,0.014919623727240632
11600,0.018070967382028354
11625,0.0208429680897386
11649.999999999998,0.02317233359287499
11675,0.02500465713136667
11700,0.026296198405193892
11725,0.027015428156398166
11750,0.027144224094422454
11774.999999999998,0.026678625656279504
11800,0.025629085346355253
11824.999999999998,0.024020191685103564
11850,0.021889878809796245
11875,0.019288175904521497
11900,0.01627558159611792
11925,0.012921170748264044
11949.999999999998,0.009300551511820526
11975,0.005493788336105987
12000,0.0015833927934645257
12025,-0.0023475391801826362
12050,-0.006216994255250564
12074.999999999998,-0.009945494671689075
12100,-0.013457347893098963
12124.999999999998,-0.01668172660121561
12150,-0.019553626844755655
12175,-0.022014755991717386
12199.999999999998,-0.024014395516202963
12225,-0.025510267913904917
12249.999999999998,-0.02646941472965297
12275,-0.026869067236599334
12300,-0.02669746657339721
12325,-0.02595456986929582
12350,-0.024652566214105293
12374.999999999998,-0.022816123402542257
12400,-0.020482294052738104
12425,-0.017700027437058764
12450,-0.01452925931456669
12475,-0.011039583304269225
12499.999999999998,-0.007308540274640939
12525,-0.003419593017751254
12549.999999999998,5.401214454747789E-4
12575,0.004482153064821283
12600,0.008319098436721817
12624.999999999998,0.011966848617990291
12650,0.01534662946811868
12674.999999999998,0.01838676166500815
12700,0.021024095379180374
12725,0.023205104051352336
12750,0.0248866492435906
12775,0.026036450957047878
12799.999999999998,0.02663331271676957
12825,0.026667156783300394
12849.999999999998,0.026138921930047205
12875,0.02506036539555701
12900,0.023453793988035983
12924.999999999998,0.02135172972865773
12950,0.01879649604567779
12974.999999999998,0.015839694485654768
13000,0.012541531774857624
13025,0.008969954621897449
13050,0.005199555576500557
13075,0.001310227103819191
13099.999999999998,-0.0026144387618354838
13125,-0.006488983675034546
13150,-0.010228102548739959
13175,-0.013748779950783972
13200,-0.016972456088368164
13224.999999999998,-0.019827124818470487
13250,-0.02224926463572972
13274.999999999998,-0.024185511259659582
13300,-0.02559399648523317
13325,-0.026445300586740522
13349.999999999998,-0.02672299222270474
13375,-0.02642375749463461
13399.999999999998,-0.025557145522843834
13425,-0.02414497891232797
13450,-0.022220491739325426
13475,-0.019827264053446755
13500,-0.017018020248104025
13524.999999999998,-0.013853349900169525
13550,-0.010400395598891297
13574.999999999998,-0.006731535259074607
13600,-0.002923069142669951
13625,9.460931041376046E-4
13649.999999999998,0.004795760438186369
13675,0.008545822761090557
13699.999999999998,0.01211766456330975
13725,0.015435638116118554
13750,0.01842859069015857
13774.999999999998,0.02103142342625266
13800,0.023186641986886268
13824.999999999998,0.024845843541328124
13850,0.02597107335262422
13875,0.02653597907262452
13900,0.02652669289879804
13925,0.0259423811794883
13949.999999999998,0.02479541712547927
13975,0.02311115342601311
13999.999999999998,0.02092729557317271
14025,0.018292901029272952
14050,0.015267051456607592
14074.999999999998,0.011917262794118498
14100,0.00831770931337051
14124.999999999998,0.0045473419941946015
14150,6.879785768765259E-4
14175,-0.0031775667086871824
14199.999999999998,-0.006967259923027449
14225,-0.010601493827846547
14249.999999999998,-0.014004584430616848
14275,-0.01710611372803593
14300,-0.01984212656640282
14325,-0.02215619636671812
14350,-0.024000375709696337
14374.999999999998,-0.0253360436917594
14400,-0.02613465354694251
14424.999999999998,-0.026378372895641877
14450,-0.026060597118701765
14475,-0.02518630586735062
14499.999999999998,-0.023772225521464865
14525,-0.021846757991157817
14549.999999999998,-0.019449639461768375
14575,-0.016631301612907337
14600,-0.013451921829276911
14625,-0.009980166616018327
14650,-0.006291651982758353
14674.999999999998,-0.002467163833356291
14700,0.0014093017247096451
14724.999999999998,0.005252605633331948
14750,0.008978561198222112
14775,0.012505977317864493
14799.999999999998,0.015758575118406518
14825,0.01866671464737706
14849.999999999998,0.021168883573697617
14875,0.023212917454588634
14900,0.0247569390398159
14924.999999999998,0.025770020344381823
14950,0.026232584173791693
14974.999999999998,0.026136570298726434
15000,0.02548539503112247
15025,0.024293731735152174
15050,0.02258713462365928
15075,0.020401520367374675
15099.999999999998,0.01778251322828611
15125,0.014784651353427717
15149.999999999998,0.011470446117167157
15175,0.0079092842007325
15200,0.004176164145322216
15224.999999999998,3.5026547893467143E-4
15250,-0.003486641357622288
15274.999999999998,-0.0072519232854145405
15300,-0.010863916168091237
15325,-0.014243811517624097
15349.999999999998,-0.01731753919578026
15375,-0.02001757984506843
15399.999999999998,-0.02228463852226172
15425,-0.024069114103529247
15449.999999999998,-0.02533230736151133
15475,-0.026047323428114746
15500,-0.026199640411883246
15524.999999999998,-0.025787333625857098
15550,-0.024820962445250505
15574.999999999998,-0.02332314257028128
15600,-0.021327838996256718
15625,-0.01887942331193732
15650,-0.016031542630023272
15674.999999999998,-0.012845846644956969
15699.999999999998,-0.00939061470845915
15725,-0.0057393175382744735
15750,-0.0019691396326912314
15775,0.0018405198787406103
15799.999999999998,0.005609556988400977
15824.999999999998,0.009258676372269063
15850,0.012710902886550097
15875,0.015893082722398127
15900.000000000002,0.018737360616569748
15924.999999999998,0.02118261216037672
15949.999999999998,0.02317580206368886
15975,0.024673231604264427
16000,0.025641632782932928
16024.999999999998,0.02605906406766945
16049.999999999998,0.02591556384369056
16074.999999999998,0.025213523117255873
16100,0.023967748458335783
16125,0.02220519892159438
16149.999999999998,0.019964395658825
16174.999999999998,0.017294518741224944
16200,0.014254220863204669
16225,0.010910200680851221
16250,0.007335588378419221
16274.999999999998,0.0036082018639190527
16299.999999999998,-1.9126654330736762E-4
16325,-0.003981075785677799
16350,-0.007680223197521327
16375,-0.011210150964301339
16399.999999999996,-0.014496339849461297
16425,-0.017469768194504385
16450,-0.02006822306339868
16475,-0.022237457133022866
16500,-0.02393218895606748
16524.999999999996,-0.025116945397453624
16550,-0.02576674367663505
16575,-0.02586760720747093
16600,-0.02541690528042913
16625,-0.024423502677141704
16649.999999999996,-0.022907702630599647
16675,-0.020900966058020057
16700,-0.01844539232552411
16725,-0.015592952175377242
16749.999999999996,-0.012404471681951223
16775,-0.008948376597679443
16800,-0.00529921828319267
16825,-0.0015360144460897555
16850,0.002259551089239994
16874.999999999996,0.006005016523661756
16900,0.009619059346164503
16925,0.013023381880602751
16950,0.016144506123544768
16975,0.01891542437918743
16999.999999999996,0.02127706075648777
17025,0.023179509272898063
17050,0.02458302602994377
17075,0.025458764512800953
17100,0.02578925347891365
17124.999999999996,0.025568625287609788
17150,0.024802608366358565
17175,0.023508300650094828
17200,0.02171374148523398
17225,0.019457298188397473
17249.999999999996,0.016786880981085803
17275,0.013758997272958467
17300,0.010437654134079618
17325,0.006893117036669536
17350,0.003200534067877906
17374.999999999996,-5.615619696938015E-4
17400,-0.00431285600249364
17425,-0.007972933475643927
17450,-0.011463011922171083
17474.999999999996,-0.01470768254305561
17500,-0.017636616956241177
17525,-0.020186190208894
17550,-0.022300969790500995
17575,-0.023935022152849133
17599.999999999996,-0.02505299320930854
17625,-0.02563092718567179
17650,-0.025656798430811163
17675,-0.025130742535749442
17700,-0.02406498536272637
17724.999999999996,-0.022483480340467613
17750,-0.020421274708378484
17775,-0.01792363356274394
17800,-0.01504495611373184
17825,-0.011847521368761306
17849.999999999996,-0.008400100691446956
17875,-0.004776472813563745
17900,-0.001053873563853889
17925,0.0026885913941171137
17950,0.006371546379781663
17974.999999999996,0.009916936698166155
18000,0.013249591256861882
18025,0.01629873753759685
18050,0.018999448549487055
18075,0.021293999178768244
18099.999999999996,0.023133106586305043
18125,0.024477026675568808
18150,0.025296476885537433
18175,0.025573355319372753
18200,0.02530122801313072
18224.999999999996,0.02448556024864377
18250,0.023143674234259275
18275,0.021304423920694537
18300,0.01900758766471152
18324.999999999996,0.01630299015157763
18350,0.013249375607697397
18375,0.009913064014528065
18400,0.006366430014552641
18425,0.0026862498766290687
18449.999999999996,-0.0010480350613303808
18475,-0.004756089740884716
18500,-0.008358444970774478
18525,-0.011778202964577652
18550,-0.014942652246023778
18574.999999999996,-0.01778476177827728
18600,-0.020244530632601378
18625,-0.022270175357017568
18650,-0.02381914197495565
18675,-0.024858932992043684
18699.999999999996,-0.025367741900104376
18725,-0.025334888659523817
18750,-0.024761049919402235
18775,-0.02365827781064876
18800,-0.022049801592928495
18824.999999999996,-0.019969607756835258
18850,-0.017461796777101985
18875,-0.014579718775282975
18900,-0.011384895882595515
18925,-0.007945745829152194
18949.999999999996,-0.004336128803939802
18975,-6.337473094669747E-4
19000,0.0030815640883395533
19025,0.006729616225387553
19049.999999999996,0.010231662922217272
19075,0.013512169594591691
19100,0.01650050425902464
19125,0.0191325051966171
19150,0.02135188463429674
19174.999999999996,0.023111434654177438
19200,0.02437400956241403
19225,0.02511326746325338
19250,0.02531416213630581
19275,0.02497318391514082
19299.999999999996,0.024098354671803254
19325,0.022708986972681176
19350,0.02083522093889659
19375,0.01851735445739717
19400,0.015804983477710026
19424.999999999996,0.012755969588949345
19450,0.009435252385554952
19475,0.00591352470717825
19500,0.0022657900308999898
19525,-0.00143017672644748
19549.999999999996,-0.0050954409472108485
19575,-0.008651565120526802
19600,-0.012022279516224412
19625,-0.015135131937989692
19650,-0.017923078840227615
19674.999999999996,-0.020325978319767856
19700,-0.02229194530599036
19725,-0.023778530957306344
19750,-0.024753691950289848
19774.999999999996,-0.0251965209328431
19799.999999999996,-0.025097716633374453
19825,-0.024459780535265707
19850,-0.023296936084154497
19875,-0.021634775479886164
19899.999999999996,-0.019509647624037858
19925,-0.016967808217592185
19950,-0.014064358946851376
19975,-0.010862006936451108
20000,-0.00742967814096966
20024.999999999996,-0.003841019240485223
20050,-1.7282216525210854E-4
20075,0.0034965960002724095
20100,0.007089026880930343
20125,0.010527989600831369
20149.999999999996,0.013740307448817917
20175,0.016657616725112546
20200,0.019217782933051934
20225,0.02136619989941782
20250,0.023056947616351908
20274.999999999996,0.024253784888371332
20300,0.02493095360582687
20325,0.025073772994632974
20350,0.024679004807754673
20375,0.023754974302516958
20399.999999999996,0.022321437034152816
20425,0.0204091878658415
20450,0.018059415890481843
20475,0.015322816769078353
20499.999999999996,0.012258481843780004
20524.999999999996,0.00893259075492056
20550,0.005416940694521938
20575,0.0017873504327633738
20600,-0.0018780194175112095
20624.999999999996,-0.005500386947159477
20650,-0.009002067678683974
20675,-0.012308150815818411
20700,-0.015348095666316036
20725,-0.018057215165424877
20749.999999999996,-0.020378018232170482
20775,-0.022261387632254076
20800,-0.023667574740841493
20825,-0.02456699685770476
20850,-0.024940826404315997
20874.999999999996,-0.024781364427249247
20900,-0.02409219347474006
20925,-0.022888107299244526
20950,-0.021194817237942993
20975,-0.01904843777767139
20999.999999999996,-0.016494756946681732
21025,-0.013588300915494993
21050,-0.0103912065552923
21075,-0.006971920600152763
21100,-0.0034037492543634636
21124.999999999996,2.3671271606418885E-4
21150,0.0038712395646766894
21175,0.007421680949058357
21200,0.010811676373447722
21224.999999999996,0.01396833551010948
21249.999999999996,0.01682384242383536
21275,0.019316943605196903
21300,0.02139428321208142
21325,0.02301155379324151
21349.999999999996,0.024134436718262244
21374.999999999996,0.02473931315749653
21400,0.02481373334552912
21425,0.024356638596628528
21450,0.023378336807178976
21474.999999999996,0.021900237700394516
21500,0.01995435872224565
21525,0.017582616249260278
21550,0.014835919696502813
21575,0.011773088387419679
21599.999999999996,0.008459612860209118
21625,0.004966283871255422
21650,0.0013677138893599364
21675,-0.002259222499947668
21700,-0.005837001115539471
21724.999999999996,-0.009289083628422339
21750,-0.012541544167001931
21775,-0.015524653810189791
21800,-0.018174388724445312
21825,-0.02043382752290053
21849.999999999996,-0.022254404281295426
21875,-0.023596985709350843
21900,-0.024432744334670374
21925,-0.024743804180480954
21949.999999999996,-0.02452364117059098
21974.999999999996,-0.023777227131930548
22000,-0.02252091345699219
22025,-0.02078205786374531
22050,-0.018598404854632492
22074.999999999996,-0.0160172370645667
22099.999999999996,-0.013094320397141146
22125,-0.009892670456546737
22150,-0.00648117118062111
22175,-0.0029330787508031995
22199.999999999996,6.755550996432852E-4
22225,0.004267506189425532
22250,0.007766013888426962
22275,0.011096397702834451
22300,0.014187623643399814
22324.999999999996,0.016973791236615087
22350,0.01939551373089777
22375,0.021401165772088594
22400,0.02294797460224057
22425,0.024002932789232694
22449.999999999996,0.024543512774626908
22475,0.024558166272729567
22500,0.02404659492291082
22525,0.02301978265511019
22550,0.021499785011459306
22574.999999999996,0.019519276096044764
22600,0.01712085975185783
22625,0.014356157760551602
22650,0.01128469403825269
22674.999999999996,0.007972599637893832
22699.999999999996,0.004491168554588133
22725,9.152985712106266E-4
22750,-0.002678145542174418
22775,-0.006212007391719556
22799.999999999996,-0.00961051339344057
22824.999999999996,-0.012800907674930848
22850,-0.015715010912367693
22875,-0.018290669598730696
22900,-0.020473065994563857
22924.999999999996,-0.022215863224916834
22949.999999999996,-0.023482164413142083
22975,-0.024245269183360424
23000,-0.02448921516233541
23025,-0.0242090961998144
23049.999999999996,-0.023411152878463837
23075,-0.022112634556880853
23100,-0.02034143574571772
23125,-0.018135513176236434
23150,-0.015542093544802817
23174.999999999996,-0.01261668568699448
23200,-0.009421914837377948
23225,-0.00602620062079874
23250,-0.002502304381383865
23275,0.0010742247914688615
23299.999999999996,0.004626672639924337
23325,0.00807881551572219
23350,0.011356572123976096
23375,0.014389613200419787
23400,0.017112891477391583
23424.999999999996,0.019468055901075886
23450,0.02140471687882642
23475,0.022881533239704106
23500,0.02386709641094631
23524.999999999996,0.024340592802987192
23549.999999999996,0.024292231297143398
23575,0.0237234287600565
23600,0.02264675241361298
23625,0.02108562345305358
23649.999999999996,0.019073791368338873
23674.999999999996,0.016654592886038714
23700,0.013880013281993616
23725,0.010809571040668932
23750,0.007509049520857258
23774.999999999996,0.00404910151064666
23800,5.037544164387478E-4
23825,-0.003051154616460616
23850,-0.006539583053930432
23875,-0.009886895174611915
23899.999999999996,-0.013021449796437042
23925,-0.015876130906338833
23950,-0.018389788804623036
23975,-0.02050856026022215
24000,-0.022187037828945176
24024.999999999996,-0.023389260997380902
24050,-0.024089505218107578
24075,-0.0242728491778608
24100,-0.023935505695821237
24125,-0.02308490733962719
24149.999999999996,-0.021739543962212438
24175,-0.01992855565595566
24200,-0.017691090841412186
24225,-0.01507544508219536
24249.999999999996,-0.012138001522232739
24274.999999999996,-0.008941998391505931
24300,-0.005556152674881208
24325,-0.0020531717396523367
24350,0.0014918135527711843
24374.999999999996,0.0050028598993737934
24399.999999999996,0.008404832415748036
24425,0.011625001629540227
24450,0.014594584191693117
24475,0.017250196586045884
24499.999999999996,0.019535193176869203
24525,0.021400862277523778
24550,0.022807456535899526
